date,value
2020-05-07,91.60277979855042
2020-05-08,91.70243116363807
2020-05-09,91.19895550952187
2020-05-10,89.64829207845574
2020-05-11,89.71685505326175
2020-05-12,88.65455133953566
2020-05-13,89.12814377017084
2020-05-14,88.20871953593704
2020-05-15,89.75865394095457
2020-05-16,88.97540064861833
2020-05-17,88.65333913241265
2020-05-18,89.46685634978233
2020-05-19,88.23599203334837
2020-05-20,88.46345196795251
2020-05-21,89.77059472223493
2020-05-22,88.1631114876737
2020-05-23,88.34774534620601
2020-05-24,88.60762814045444
2020-05-25,89.38945101223175
2020-05-26,88.15250030135365
2020-05-27,86.83204368826938
2020-05-28,87.35398525388628
2020-05-29,87.65096992711946
2020-05-30,87.90146277746534
2020-05-31,88.24791098696232
2020-06-01,87.56788626538383
2020-06-02,87.80013996254483
2020-06-03,88.09321243584351
2020-06-04,87.37886101781714
2020-06-05,89.2446355289619
2020-06-06,89.71846844987368
2020-06-07,88.52716495267104
2020-06-08,89.18371856130487
2020-06-09,88.20903689107755
2020-06-10,88.99612149482
2020-06-11,90.1547170738274
2020-06-12,89.3340347554757
2020-06-13,90.29741088472001
2020-06-14,90.71019181165651
2020-06-15,91.53225197165101
2020-06-16,93.42904495430494
2020-06-17,93.18365683830208
2020-06-18,92.4299206739446
2020-06-19,91.54040624431906
2020-06-20,90.72459595935362
2020-06-21,90.64749424993953
2020-06-22,90.98864622475617
2020-06-23,91.2653370240862
2020-06-24,92.0925202731222
2020-06-25,92.10552216500011
2020-06-26,93.55905624215744
2020-06-27,93.29439940891947
2020-06-28,96.0145685755091
2020-06-29,96.6402359232741
2020-06-30,95.78307836685782
2020-07-01,94.71218586879671
2020-07-02,95.19465828403989
2020-07-03,94.97119549871404
2020-07-04,95.68519599280613
2020-07-05,96.15843361737967
2020-07-06,96.08560470472281
2020-07-07,95.2388109866544
2020-07-08,93.72396376196853
2020-07-09,93.27744880990151
2020-07-10,94.13384760422498
2020-07-11,94.34794134835519
2020-07-12,93.1022025696432
2020-07-13,93.27538349549438
2020-07-14,93.66070087522323
2020-07-15,92.77684343902209
2020-07-16,92.93056854496761
2020-07-17,92.98877726341361
2020-07-18,91.845806965583
2020-07-19,92.20359432593128
2020-07-20,92.76437885229952
2020-07-21,93.84743009547479
2020-07-22,94.90123214750969
2020-07-23,93.5235627795526
2020-07-24,92.58573773963748
2020-07-25,93.10077300684614
2020-07-26,93.61455895775835
2020-07-27,94.1296066440644
2020-07-28,97.98233813471911
2020-07-29,98.55322864541228
2020-07-30,99.68879428559288
2020-07-31,100.64279604908609
2020-08-01,101.29418730039188
2020-08-02,100.97891805575154
2020-08-03,101.7378872762448
2020-08-04,100.96506206170723
2020-08-05,100.72824345496723
2020-08-06,100.24287990713812
2020-08-07,100.32475404652443
2020-08-08,102.63941261319795
2020-08-09,100.7721474206062
2020-08-10,101.45840761098071
2020-08-11,99.84569173979106
2020-08-12,99.37375987400164
2020-08-13,100.462710470969
2020-08-14,100.52699049006446
2020-08-15,99.44924571213515
2020-08-16,98.73394200287518
2020-08-17,99.41353975180986
2020-08-18,98.68317312009272
2020-08-19,98.8996317096747
2020-08-20,98.94520354957851
2020-08-21,98.2936032019727
2020-08-22,100.43754729129802
2020-08-23,101.07146631361603
2020-08-24,99.04632372695842
2020-08-25,99.23277804172785
2020-08-26,98.57099157695946
2020-08-27,99.42342491175569
2020-08-28,98.63090417332299
2020-08-29,98.51616773185609
2020-08-30,99.02115501083655
2020-08-31,99.88691020500667
2020-09-01,98.68661379795088
2020-09-02,98.35211256210994
2020-09-03,97.87716725094899
2020-09-04,97.22383801837528
2020-09-05,98.98929225865638
2020-09-06,99.39427396961733
2020-09-07,98.13339001528229
2020-09-08,99.05125196233706
2020-09-09,101.17340815934969
2020-09-10,102.20587341990084
2020-09-11,100.68650345394683
2020-09-12,100.20226938108057
2020-09-13,101.4691805302672
2020-09-14,100.76151106464842
2020-09-15,101.20533049279464
2020-09-16,101.97996454622398
2020-09-17,101.0530340746459
2020-09-18,100.9935087185841
2020-09-19,97.75224137851502
2020-09-20,96.72785373718074
2020-09-21,96.47528558578757
2020-09-22,95.22750240382273
2020-09-23,96.85991370775436
2020-09-24,95.42977232979372
2020-09-25,94.98972784309674
2020-09-26,95.12046842038284
2020-09-27,96.56174170944895
2020-09-28,95.12587955826952
2020-09-29,96.28904331042447
2020-09-30,96.29927637144405
2020-10-01,95.3177677203961
2020-10-02,95.77987119465938
2020-10-03,95.97893089023285
2020-10-04,95.37871401307405
2020-10-05,95.44851609806408
2020-10-06,95.06320250120231
2020-10-07,95.17671984645357
2020-10-08,95.8388505209746
2020-10-09,97.42486733711996
2020-10-10,96.18705183829312
2020-10-11,98.32008521294938
2020-10-12,96.36799741342688
2020-10-13,96.21621231839129
2020-10-14,96.80452952487586
2020-10-15,97.0855213926109
2020-10-16,96.4628218727903
2020-10-17,96.25469962243302
2020-10-18,95.7616986877742
2020-10-19,95.17233393082998
2020-10-20,96.02193602785101
2020-10-21,96.37895151381606
2020-10-22,95.6860419185554
2020-10-23,96.58564179398866
2020-10-24,96.89294131486527
2020-10-25,97.70580343370422
2020-10-26,98.33543227562784
2020-10-27,97.50643726470577
2020-10-28,96.9462562245088
2020-10-29,97.69354982963206
2020-10-30,98.30392009506552
2020-10-31,98.28301850110137
2020-11-01,98.40034588441016
2020-11-02,99.67801078019858
2020-11-03,99.08643939136275
2020-11-04,99.63353677253279
2020-11-05,99.4313441200989
2020-11-06,99.21366291687167
2020-11-07,100.31243976885887
2020-11-08,101.1378561178469
2020-11-09,101.95136575384753
2020-11-10,103.25684456100186
2020-11-11,103.27784840263462
2020-11-12,103.95980137392958
2020-11-13,103.64953461733613
2020-11-14,103.97370096982456
2020-11-15,103.84355791545688
2020-11-16,103.9405538804496
2020-11-17,104.53571090588652
2020-11-18,103.71749022265304
2020-11-19,105.80987749833851
2020-11-20,104.8038601168388
2020-11-21,103.58967150405107
2020-11-22,104.74778237755113
2020-11-23,105.53944507151408
2020-11-24,106.16356488856623
2020-11-25,106.7919103978305
2020-11-26,106.7796636249836
2020-11-27,105.88240925349777
2020-11-28,105.9582138116915
2020-11-29,105.28105210017938
2020-11-30,106.25617183359714
2020-12-01,106.10911445209499
2020-12-02,105.28361725530247
2020-12-03,104.96223141364949
2020-12-04,105.37516286792511
2020-12-05,104.81143831512114
2020-12-06,103.9892179195547
2020-12-07,104.23290513104662
2020-12-08,104.47787170215534
2020-12-09,103.9709285267842
2020-12-10,103.49989022116588
2020-12-11,103.73194015852353
2020-12-12,102.2838558170262
2020-12-13,100.87639204264964
2020-12-14,100.1579478213972
2020-12-15,99.94450066968535
2020-12-16,100.25540823528337
2020-12-17,101.73076445223292
2020-12-18,102.58842407543493
2020-12-19,102.4284855454715
2020-12-20,102.40946933756882
2020-12-21,101.40693997293101
2020-12-22,101.38842683693862
2020-12-23,101.09976819801848
2020-12-24,101.42248675835657
2020-12-25,100.59525581480425
2020-12-26,101.11460232904543
2020-12-27,102.647341242048
2020-12-28,102.53858109359115
2020-12-29,102.94029281569009
2020-12-30,103.6304368074012
